smiles1,smiles2,label
1396,7308,0.0
1761,6980,0.0
7167,6392,1.0
3572,6928,0.0
6298,7330,1.0
1755,5654,0.0
340,7268,1.0
6298,2621,1.0
5965,5948,0.0
8964,4528,0.0
5528,1998,0.0
3371,963,0.0
1990,4403,1.0
8716,2609,1.0
9415,7252,0.0
1590,7752,1.0
3310,6920,1.0
6459,9598,0.0
2968,7141,0.0
5997,8205,1.0
1649,9103,0.0
4759,2503,0.0
380,8238,0.0
9423,2102,0.0
3635,6885,1.0
3586,2635,1.0
2569,9114,1.0
8976,6329,1.0
4941,1209,0.0
7663,2312,0.0
4392,2152,1.0
5179,7265,0.0
9061,5052,1.0
8442,432,0.0
3712,6886,1.0
5305,466,0.0
8450,8001,1.0
7472,7853,1.0
6311,8323,0.0
1425,8263,0.0
4842,2496,0.0
5383,4512,1.0
2414,2450,1.0
4889,8741,1.0
7693,3359,0.0
2221,3715,0.0
5612,9551,0.0
4673,6439,1.0
5721,9450,1.0
1949,4286,1.0
2738,4338,0.0
5094,9174,1.0
1485,6389,0.0
1854,4353,1.0
8415,9573,0.0
3769,8715,1.0
7167,5322,1.0
8464,8502,1.0
1713,91,0.0
6680,837,0.0
7359,3219,0.0
3961,3731,0.0
7052,1148,0.0
3296,4871,0.0
6224,6774,0.0
3196,8276,1.0
3805,4445,0.0
6653,5217,0.0
2169,3571,1.0
5730,696,0.0
2179,2160,0.0
296,3419,0.0
2658,8753,1.0
8882,8628,1.0
5721,4753,1.0
3635,9472,1.0
4915,1474,1.0
707,6169,0.0
8317,1615,1.0
1124,4028,0.0
5626,5333,0.0
4830,5422,0.0
3156,4512,1.0
2844,2521,1.0
3268,1883,0.0
1258,8543,1.0
3458,7631,1.0
3196,4459,1.0
9390,686,1.0
5999,1736,0.0
6919,9249,1.0
1590,1769,1.0
9111,1911,0.0
9049,2553,1.0
7478,4207,0.0
254,2785,0.0
3192,3875,1.0
8560,9064,1.0
4598,453,0.0
4606,9337,0.0
7577,6101,0.0
6486,492,0.0
8619,7554,1.0
5859,3457,0.0
8881,5169,0.0
4001,2231,0.0
834,7282,0.0
9432,8589,1.0
7167,8906,1.0
3315,2191,1.0
2872,6503,1.0
5069,2983,0.0
5503,8179,1.0
5869,9318,0.0
7850,1444,1.0
3499,762,1.0
8806,4824,0.0
2173,3788,1.0
4672,2901,1.0
6616,5694,1.0
2307,4508,0.0
1004,8871,0.0
6298,2388,1.0
7371,4197,0.0
1168,6170,1.0
6797,446,0.0
6298,3179,1.0
6812,72,1.0
2521,1615,1.0
6589,4838,0.0
7172,5023,1.0
5720,5670,1.0
2553,4672,1.0
4589,6210,0.0
5021,5736,0.0
9390,3665,1.0
8182,6893,0.0
8582,8532,0.0
4599,7247,1.0
1383,2725,1.0
3924,6586,0.0
6915,8492,1.0
2235,9559,0.0
7319,5023,1.0
7994,7750,0.0
6298,8741,1.0
7595,5531,1.0
8154,8741,1.0
1039,4876,1.0
4604,3769,1.0
281,1160,0.0
5694,8579,1.0
4621,5118,0.0
7330,8136,1.0
8725,5090,1.0
6032,3996,0.0
1506,322,0.0
3115,4346,0.0
1305,662,0.0
7265,2934,0.0
9499,8781,1.0
2757,4841,0.0
5331,2703,0.0
2414,4580,1.0
8928,6555,1.0
4083,5580,0.0
212,9297,0.0
8476,1267,0.0
3493,6132,1.0
1021,5785,0.0
514,1594,0.0
3077,2180,1.0
3678,9407,0.0
7936,793,0.0
167,8540,0.0
4852,695,1.0
4102,7135,0.0
8911,6403,0.0
2283,1451,1.0
894,5956,0.0
452,1771,1.0
406,1866,0.0
3151,9174,1.0
4454,7414,0.0
3764,6049,1.0
6220,768,0.0
6839,1185,0.0
2521,6849,1.0
4819,8471,1.0
8928,5052,1.0
7520,2956,0.0
4672,6254,1.0
4768,7018,0.0
123,8252,0.0
4673,5980,1.0
6387,1948,1.0
5472,1569,1.0
2604,3095,0.0
5955,6407,1.0
6919,8543,1.0
5484,6184,0.0
9185,2266,0.0
7079,8854,1.0
2191,4697,1.0
4403,6586,1.0
2270,1615,1.0
8765,6191,0.0
6501,8577,0.0
5947,8797,0.0
8844,1674,0.0
4884,5720,0.0
9130,6136,1.0
7798,9432,1.0
9573,5531,1.0
7345,5023,1.0
2388,197,0.0
5835,1664,0.0
7798,9389,1.0
2706,520,1.0
6706,9437,0.0
1174,5156,0.0
9130,6828,1.0
1473,551,0.0
4431,3967,0.0
7943,7246,0.0
4672,2725,1.0
4380,5256,0.0
5463,8136,1.0
3611,6402,0.0
9402,8886,0.0
2730,6886,1.0
8987,2691,1.0
9138,1512,0.0
2658,7667,1.0
8794,888,0.0
5313,4768,0.0
6053,9389,1.0
8651,879,1.0
7092,3432,0.0
5980,1692,1.0
700,3536,0.0
4460,6440,0.0
1568,188,1.0
14,5094,1.0
8095,675,0.0
2650,9512,0.0
7158,2028,0.0
676,3493,1.0
7223,7735,1.0
4230,6103,0.0
8628,3305,1.0
3157,337,0.0
7157,565,0.0
2405,2515,1.0
860,3106,0.0
733,6407,1.0
8301,594,0.0
2555,8364,0.0
3458,7703,1.0
2740,1211,1.0
3375,1860,0.0
7217,4269,0.0
2572,6937,1.0
1476,5702,0.0
3310,3656,1.0
3760,119,0.0
7076,2900,0.0
8343,4932,1.0
3654,3671,0.0
8124,4007,0.0
2808,1271,0.0
5997,4932,1.0
7584,5812,0.0
929,1214,0.0
2901,3092,1.0
1367,2193,1.0
5834,921,0.0
4103,5094,1.0
1857,2405,1.0
786,3461,0.0
6224,5483,0.0
5225,8250,0.0
6462,2220,0.0
4421,6937,1.0
6647,5468,0.0
6217,1397,0.0
8680,6766,0.0
3067,1716,0.0
2978,4932,1.0
3600,2783,0.0
4997,1319,1.0
1459,1774,1.0
2004,5010,0.0
6057,857,0.0
6538,5576,0.0
7103,4731,0.0
4594,1634,0.0
3288,3192,1.0
5319,6609,0.0
1197,6163,0.0
1258,8639,1.0
9168,7598,0.0
396,7245,0.0
3850,1996,1.0
6358,7270,0.0
636,2263,1.0
1614,9073,0.0
428,4689,0.0
8562,6329,1.0
4754,2379,0.0
618,2598,0.0
7587,7176,1.0
3290,1568,1.0
2658,3019,0.0
6326,6586,1.0
8741,4568,1.0
3769,4233,1.0
9499,2975,1.0
7061,2065,0.0
8555,3977,0.0
5739,6186,0.0
2975,7809,1.0
9472,7052,1.0
8711,2178,0.0
6205,724,0.0
7798,6580,1.0
2806,2833,1.0
4526,2022,1.0
6963,2225,0.0
9448,9617,1.0
5459,7554,1.0
3497,7514,1.0
6387,8600,0.0
2626,321,1.0
7344,7079,1.0
4396,6920,1.0
1470,2857,0.0
1769,1788,1.0
1378,452,1.0
3725,8906,1.0
8612,6580,1.0
8409,4379,0.0
3413,8500,0.0
3688,3956,0.0
8464,6828,1.0
8976,6848,1.0
9376,7176,1.0
2241,3635,1.0
2079,7555,1.0
4861,72,1.0
7667,2405,1.0
2280,4568,1.0
2398,4224,1.0
1918,305,1.0
9442,8619,1.0
6606,5929,1.0
2062,9507,0.0
3137,4580,1.0
2488,3878,0.0
1990,2270,1.0
4906,6474,0.0
3298,7437,1.0
4488,3134,1.0
3571,9130,1.0
488,2455,0.0
5730,2132,0.0
8839,6455,0.0
545,3582,0.0
5231,226,0.0
634,4610,1.0
8744,9643,1.0
4270,2788,0.0
254,9446,0.0
455,5527,0.0
6489,1759,0.0
1214,7504,0.0
5493,8760,1.0
5358,305,1.0
2867,2514,1.0
1355,1618,0.0
4372,5761,0.0
2906,3134,1.0
597,237,0.0
8433,9066,0.0
9426,2643,0.0
6051,2374,0.0
8928,8950,1.0
2985,5310,0.0
9469,1010,1.0
6980,7069,0.0
7907,3471,1.0
4932,8741,1.0
3300,3766,0.0
8039,5902,0.0
3605,4961,1.0
8881,6213,1.0
417,2677,0.0
9084,3333,0.0
7132,5129,0.0
8233,7607,0.0
3,1644,0.0
7673,8642,1.0
5662,3493,1.0
7223,8136,1.0
5050,2625,1.0
6336,6503,1.0
377,7840,0.0
14,9078,1.0
8628,3535,1.0
6738,3379,0.0
9532,8136,1.0
81,2419,0.0
7769,4100,0.0
1317,6227,0.0
9036,6392,1.0
665,8675,0.0
9126,2467,0.0
1347,5348,0.0
3322,321,1.0
247,8760,1.0
4580,7351,1.0
3202,169,0.0
5099,2962,0.0
1423,4489,1.0
7079,6580,1.0
8726,5934,0.0
6885,3334,1.0
3670,3705,1.0
6485,5099,0.0
8987,5987,1.0
8767,7653,0.0
3458,4214,1.0
9064,2786,1.0
2616,5695,0.0
3194,2537,0.0
9223,8930,0.0
4151,2399,1.0
6689,5462,0.0
6664,7447,1.0
6465,5220,0.0
4548,9214,0.0
2035,814,1.0
4075,7176,1.0
9536,1821,1.0
580,5052,1.0
4153,8878,0.0
67,6591,0.0
3712,1062,1.0
72,926,1.0
1854,8779,1.0
8637,1097,0.0
6887,1832,0.0
9453,538,0.0
8562,4601,1.0
5383,1613,1.0
2726,7020,1.0
2872,8651,1.0
2420,2114,0.0
7355,6963,1.0
1413,1613,1.0
2521,9535,0.0
9242,5742,0.0
5721,5163,1.0
2421,752,1.0
6517,9320,1.0
9135,3350,0.0
4501,2098,1.0
3699,2625,0.0
1258,6739,1.0
4082,72,1.0
1033,5352,0.0
1757,8157,1.0
2550,1901,0.0
7922,2574,0.0
2079,8276,1.0
7268,8859,1.0
6114,9406,0.0
5987,6886,1.0
9426,8245,1.0
2242,2740,1.0
1221,7864,1.0
9474,8951,0.0
8078,7546,1.0
4561,1339,1.0
2477,2366,0.0
2635,6254,1.0
6953,4962,1.0
7673,3193,1.0
1590,1937,1.0
452,6555,1.0
9573,9532,1.0
3005,2549,0.0
1722,5557,0.0
2089,3917,0.0
6723,7878,0.0
6775,3458,1.0
8735,7388,0.0
8024,1083,0.0
452,4852,1.0
6415,7853,1.0
6950,7689,0.0
5050,8976,1.0
3227,2018,0.0
5172,1263,0.0
1776,1618,1.0
2366,3838,1.0
6267,8962,0.0
9439,1990,1.0
9064,4328,1.0
6606,6387,1.0
9116,9052,0.0
2053,1774,1.0
5642,5755,0.0
5340,2906,0.0
352,2990,0.0
8383,1074,0.0
5505,4009,0.0
5940,8429,0.0
8976,9404,1.0
9448,1719,1.0
2011,5506,1.0
8556,7853,1.0
9349,6987,0.0
607,8133,0.0
2730,3177,1.0
3439,4481,0.0
9537,2937,0.0
9441,6610,0.0
2068,1315,0.0
5190,314,0.0
3196,72,1.0
4657,8997,0.0
2414,4386,1.0
1857,2242,1.0
4386,3470,1.0
6750,9458,0.0
1899,4917,0.0
5529,353,0.0
4150,264,0.0
342,3667,0.0
4222,3064,0.0
2691,6937,1.0
298,9410,0.0
6606,3398,1.0
1039,2450,1.0
2354,3398,1.0
2011,3470,1.0
5540,3694,0.0
5945,1833,0.0
5056,7941,0.0
8928,3497,1.0
1156,7001,1.0
2569,3473,1.0
2270,3086,1.0
8997,891,0.0
2403,1517,0.0
5084,8680,0.0
2658,6143,1.0
2016,4357,0.0
6676,591,0.0
9082,4930,1.0
5809,3218,1.0
5217,4641,1.0
9173,7985,0.0
697,330,0.0
2569,8764,1.0
356,4075,1.0
4605,2015,1.0
5859,4394,0.0
5721,8276,1.0
8831,8966,0.0
2001,3883,1.0
2228,3892,0.0
5545,3687,0.0
8574,5094,1.0
5083,4304,0.0
4877,5875,0.0
2243,5073,0.0
3050,3489,1.0
452,8157,1.0
6331,2989,0.0
1423,2277,1.0
5659,2608,0.0
5457,1160,0.0
4641,8122,0.0
2514,2521,1.0
3705,7155,0.0
4265,3788,1.0
6490,1423,1.0
4501,6920,1.0
9472,9405,1.0
9114,5052,1.0
3670,7201,1.0
9426,6260,1.0
414,5734,0.0
8582,5694,1.0
1477,8851,0.0
2909,715,0.0
2515,8276,1.0
6812,8790,1.0
2356,6886,1.0
98,4059,0.0
7172,6502,1.0
2242,2546,1.0
5614,2191,1.0
3444,1297,0.0
4379,6920,1.0
1857,4568,1.0
2486,8276,1.0
5614,7864,1.0
452,5506,1.0
14,3305,1.0
3958,237,0.0
5580,5506,1.0
566,6157,0.0
8757,4664,0.0
9469,2221,1.0
476,9217,1.0
3599,3292,0.0
1880,3553,0.0
9155,2059,0.0
4580,7824,1.0
6949,1769,1.0
9467,1444,1.0
7870,334,0.0
3760,3022,1.0
7052,3471,1.0
7695,517,0.0
3489,3605,1.0
9367,6407,1.0
7275,1334,0.0
2992,2901,1.0
3492,6580,1.0
7499,7416,0.0
335,545,0.0
2842,6990,0.0
620,8079,0.0
420,5987,1.0
6753,8,0.0
3190,6078,0.0
9409,6326,1.0
2569,2383,1.0
9614,2109,0.0
4221,4909,0.0
1201,7555,1.0
7162,741,0.0
5673,6407,1.0
9207,6482,0.0
814,6069,1.0
4978,8433,0.0
7378,4421,1.0
3268,2996,0.0
6811,8976,1.0
5926,6698,0.0
4243,3996,0.0
4634,1721,0.0
7026,9473,0.0
1263,3877,0.0
7161,5624,0.0
3635,3745,1.0
4662,9418,1.0
7376,8478,1.0
5809,2066,1.0
2068,1469,1.0
1962,3875,1.0
3492,7546,1.0
7257,6920,1.0
5925,9097,0.0
8908,8807,0.0
4915,417,1.0
1956,3428,1.0
178,1205,0.0
6812,6580,1.0
7086,4601,0.0
6290,7707,0.0
2635,2518,1.0
9431,7352,0.0
3599,7244,0.0
4488,5694,1.0
8432,8492,1.0
7447,8923,1.0
3347,4214,0.0
9479,8932,0.0
9469,6336,1.0
8848,3216,0.0
1106,9524,0.0
1949,4459,1.0
5109,2609,1.0
397,7172,0.0
654,949,1.0
5153,4403,1.0
1569,8543,1.0
3867,2315,1.0
5792,5662,1.0
3514,411,0.0
2437,4836,0.0
4048,4580,1.0
9023,1778,0.0
2730,4932,1.0
2996,4143,0.0
3840,5440,1.0
4510,9507,1.0
5214,283,0.0
7522,7527,0.0
2632,7753,1.0
3077,3769,1.0
2658,4150,1.0
8753,5052,1.0
7378,2270,1.0
5178,8642,1.0
8715,1647,1.0
4048,6812,1.0
8130,4306,0.0
4567,8206,0.0
4139,1945,1.0
2514,6586,1.0
1367,2299,1.0
2658,9507,1.0
1219,7919,0.0
2040,7653,0.0
4915,2181,1.0
3046,3428,1.0
3443,121,0.0
3712,6938,1.0
2802,1565,0.0
676,1490,1.0
1283,6,0.0
5109,7223,1.0
4961,1959,1.0
5435,3370,0.0
5601,9423,0.0
7447,8725,1.0
5379,5814,0.0
8302,3290,1.0
1569,1826,1.0
2725,72,1.0
3480,7752,1.0
4199,631,0.0
904,108,0.0
1297,6554,0.0
1826,2691,1.0
2867,926,1.0
3578,2388,1.0
607,2992,0.0
7149,9247,0.0
607,9360,0.0
420,7287,1.0
4844,1382,1.0
1383,686,1.0
8004,6582,0.0
7976,1472,0.0
6726,7122,0.0
3281,1249,0.0
8829,8235,0.0
8118,2209,0.0
9644,6412,0.0
1973,7421,0.0
2307,804,0.0
7079,8385,1.0
2872,8432,1.0
5997,4732,1.0
216,6810,0.0
7633,6555,1.0
3834,7619,1.0
6190,495,0.0
1327,752,1.0
2032,2200,0.0
2451,4608,0.0
5012,948,1.0
4861,3578,1.0
3673,6797,0.0
1760,6100,0.0
2231,9208,0.0
6973,5775,0.0
5284,2206,0.0
1432,1083,0.0
5026,7804,0.0
9409,7052,1.0
4593,6086,0.0
3174,3263,0.0
5170,1826,1.0
6399,1426,0.0
1678,6539,1.0
2973,680,0.0
808,2091,0.0
3712,5356,1.0
3328,1074,0.0
3235,3193,0.0
3046,3196,1.0
4961,6585,1.0
4286,1568,1.0
8629,4609,0.0
6143,7319,1.0
3471,6503,1.0
4478,896,0.0
3294,9509,0.0
9143,8291,0.0
3218,4459,1.0
9174,8911,1.0
7823,9008,0.0
1776,4932,1.0
813,9409,1.0
5384,6051,0.0
5401,6662,0.0
2660,1444,0.0
9448,7351,1.0
6761,2806,1.0
4526,3192,1.0
108,6304,0.0
7447,8579,1.0
4574,4168,0.0
7079,8850,1.0
2047,1305,0.0
3565,2831,0.0
4166,1443,0.0
7122,1523,0.0
8157,1140,0.0
6807,5975,0.0
1990,7582,1.0
2740,6213,1.0
7419,3218,0.0
5479,6927,0.0
6265,4512,1.0
4206,1976,0.0
4490,5782,1.0
2422,6356,0.0
1201,4075,1.0
7253,7104,0.0
9114,7555,1.0
8182,8540,0.0
2658,5130,1.0
28,7189,0.0
8178,3529,0.0
6919,5893,0.0
5580,4605,1.0
4532,6363,0.0
1383,733,1.0
8694,3668,0.0
5997,8790,1.0
5312,5464,0.0
8757,986,0.0
5304,3638,0.0
4204,6570,1.0
252,1871,0.0
6635,9187,0.0
3436,9053,0.0
7052,8388,1.0
2944,8745,0.0
2053,2452,1.0
429,2366,1.0
8725,1451,1.0
3428,6920,1.0
2180,6116,1.0
2053,1039,1.0
6361,734,0.0
4477,2465,0.0
7308,4593,1.0
283,452,0.0
4932,8536,1.0
3464,4961,1.0
3489,9174,1.0
728,698,0.0
4999,1755,0.0
5170,1553,1.0
4845,8569,0.0
5280,1122,0.0
1315,6848,1.0
8298,8177,0.0
8675,2440,1.0
8688,8239,1.0
2356,6059,0.0
7351,9405,1.0
9472,8379,1.0
9320,8332,1.0
1575,1777,0.0
158,809,0.0
3172,5881,0.0
7124,8852,0.0
6142,7471,0.0
4604,9640,1.0
3586,3322,1.0
5681,4171,0.0
7229,9123,1.0
56,2359,0.0
5444,8850,0.0
948,4779,1.0
3946,1486,0.0
9426,3492,1.0
2186,6875,0.0
8972,2867,1.0
6130,1220,0.0
3458,8579,1.0
9061,6937,1.0
4844,9308,0.0
2872,3134,1.0
8950,926,1.0
8751,7906,1.0
4144,2450,1.0
3196,7864,1.0
2056,8247,0.0
8812,5929,1.0
9444,7715,0.0
321,6583,1.0
8223,2503,0.0
3079,2324,0.0
4599,7040,1.0
2181,1965,1.0
6616,6521,0.0
8812,6767,1.0
8950,5720,1.0
9574,2163,0.0
676,2391,1.0
1760,2589,0.0
4229,3873,0.0
9507,2586,1.0
2611,7127,0.0
2226,1770,0.0
9335,3750,0.0
3324,6132,1.0
7234,2521,1.0
2169,4819,1.0
5650,8729,0.0
4112,5017,1.0
7167,3471,1.0
3760,1702,1.0
124,192,0.0
1383,6949,1.0
2153,2015,1.0
2667,4941,0.0
1569,5980,1.0
1367,3428,1.0
9472,3305,1.0
4285,7267,0.0
5027,2259,0.0
2943,8527,0.0
8972,1319,1.0
8285,8504,0.0
3474,4421,1.0
1517,3715,0.0
5539,1280,0.0
8171,4585,0.0
7561,1416,0.0
2091,6539,1.0
3050,5662,1.0
4191,3315,1.0
8850,9114,1.0
1459,1413,1.0
1788,6945,1.0
5614,7079,1.0
452,3984,1.0
2691,4302,1.0
3108,1472,0.0
1968,8831,0.0
1330,3156,1.0
3985,1093,0.0
2053,1875,1.0
2547,4394,0.0
1903,2938,0.0
6963,5929,1.0
8546,9216,0.0
4852,3493,1.0
4604,2725,1.0
1378,2299,1.0
9130,3305,1.0
7546,8032,1.0
2138,3972,0.0
4939,1212,1.0
135,5181,0.0
841,6511,0.0
3307,7251,1.0
6704,5102,0.0
1251,4802,0.0
8665,8560,1.0
2637,6886,1.0
2242,9004,0.0
3489,5094,1.0
8139,1122,1.0
3838,873,1.0
4504,3448,0.0
1818,102,0.0
8834,8278,0.0
7995,3605,1.0
3464,1339,1.0
5217,2299,1.0
9495,3796,0.0
6585,4932,1.0
7587,1010,1.0
2730,2299,1.0
616,9630,0.0
4735,2970,0.0
6631,4999,0.0
5580,2439,1.0
250,2871,0.0
8860,5845,0.0
7599,1354,0.0
7818,2484,0.0
4144,6937,1.0
4119,1198,1.0
1423,2099,1.0
1311,7290,0.0
5047,4611,0.0
1598,9114,1.0
7117,8492,1.0
1322,3289,0.0
4819,7617,0.0
6574,9003,0.0
2193,2737,1.0
6664,2066,1.0
6985,1907,0.0
879,8432,1.0
3958,5934,0.0
5997,8760,1.0
9460,1742,0.0
6761,5322,1.0
3578,4004,1.0
497,3960,0.0
6539,9174,1.0
847,2015,1.0
2405,8471,1.0
1257,5145,0.0
9414,8179,1.0
2918,3717,0.0
5012,8179,1.0
5738,1559,0.0
7351,4601,1.0
4801,7310,0.0
3069,7179,0.0
5170,1832,0.0
1327,72,1.0
9375,9501,0.0
1326,1039,1.0
3505,7319,1.0
4265,1039,1.0
4103,9405,1.0
8628,7853,1.0
1987,6392,1.0
1267,8948,0.0
2434,5257,0.0
5218,8755,0.0
5988,7524,0.0
1826,2518,1.0
461,2471,0.0
4352,2004,0.0
4382,86,0.0
3526,4392,0.0
1678,3301,1.0
4079,3196,0.0
4911,2733,0.0
2806,1774,1.0
9332,6161,0.0
6658,5840,0.0
14,6254,1.0
4153,5206,0.0
9561,8316,1.0
1109,7537,0.0
4732,7864,1.0
6320,1039,0.0
4082,4753,1.0
500,2015,1.0
2270,6661,1.0
6478,8679,0.0
1879,3367,0.0
2546,1598,1.0
2091,6317,1.0
8688,948,1.0
2277,9640,1.0
7202,3737,0.0
3967,9375,0.0
4144,6989,1.0
2299,3616,1.0
2621,2518,1.0
1769,2715,1.0
6869,1879,0.0
4665,1980,0.0
1962,1990,1.0
2194,2372,0.0
7484,2057,0.0
7234,6439,1.0
3712,3499,1.0
1993,5360,0.0
6231,4457,0.0
2977,8147,0.0
1266,4497,0.0
5662,2730,1.0
5997,1010,1.0
1423,2221,1.0
2112,6849,1.0
4962,8923,1.0
2173,6583,1.0
482,9413,0.0
9161,177,0.0
2066,3275,0.0
3712,6767,1.0
2214,3447,0.0
788,5119,0.0
8909,8771,0.0
2169,1598,1.0
6021,220,0.0
5586,2514,1.0
2024,6909,0.0
2640,1238,0.0
452,3496,1.0
5170,2730,1.0
9573,2658,1.0
5986,1592,0.0
4384,2626,0.0
6318,2414,1.0
7804,4734,1.0
6384,8071,0.0
2154,8714,0.0
641,9083,0.0
6616,9309,0.0
1154,8022,0.0
9376,9130,1.0
246,7744,0.0
7560,7100,0.0
8976,8579,1.0
2603,6406,1.0
3024,8990,0.0
636,3077,1.0
7995,495,1.0
9315,6473,0.0
9082,5356,1.0
5626,9046,0.0
1453,4112,1.0
5508,5520,0.0
1590,7753,1.0
7518,151,0.0
3586,1918,1.0
9536,1524,1.0
6606,6213,1.0
5580,2099,1.0
6357,9270,0.0
1339,7268,1.0
2112,6326,1.0
9467,9625,0.0
5670,5950,0.0
7182,1898,0.0
6007,3970,0.0
1678,2706,1.0
4627,2037,0.0
1786,6441,0.0
2315,8157,1.0
6899,3138,0.0
9469,6970,1.0
4683,849,0.0
1173,5943,0.0
3302,3412,1.0
9469,8143,1.0
5459,2682,1.0
2638,6010,0.0
6555,9547,1.0
270,4091,0.0
3145,3816,0.0
8660,2000,0.0
1819,2227,0.0
976,8884,0.0
2730,14,1.0
8850,8725,1.0
9390,9133,1.0
9078,7514,1.0
7447,3124,0.0
4876,8741,1.0
5873,4954,0.0
1147,9494,0.0
6053,28,1.0
7344,3102,1.0
2844,8040,1.0
8317,1568,1.0
2699,4321,0.0
3339,9540,0.0
8725,8385,1.0
4452,6557,0.0
8911,1511,0.0
5809,2366,1.0
3704,4083,0.0
5566,1082,0.0
3050,5990,1.0
847,8276,1.0
4231,2786,0.0
595,2200,0.0
6490,5383,1.0
4606,6931,0.0
3472,1139,0.0
868,1209,0.0
8987,7514,1.0
3489,5298,1.0
452,2637,1.0
1678,7514,1.0
4580,2661,1.0
5522,7737,0.0
2242,2928,1.0
9137,9174,1.0
8881,4328,1.0
4580,9197,1.0
714,2383,1.0
33,8801,0.0
7672,6137,0.0
6314,7630,0.0
3473,8639,1.0
1453,6886,1.0
9098,1304,0.0
9082,2535,1.0
4383,4823,0.0
3635,4510,1.0
2150,2700,0.0
2304,4598,1.0
7546,9570,1.0
2269,3972,0.0
2521,8656,0.0
3398,7176,1.0
4865,9082,1.0
3484,3210,0.0
9220,2781,0.0
3412,8536,1.0
6885,987,1.0
9517,909,0.0
8510,2751,0.0
7319,6599,0.0
8079,7376,1.0
416,3369,0.0
120,4246,0.0
2652,7355,0.0
3046,5694,1.0
7620,5032,0.0
8273,5046,0.0
8812,7020,1.0
3398,1039,1.0
8675,4876,1.0
8230,6580,1.0
2259,3799,0.0
6326,3022,1.0
1330,2427,0.0
4507,3204,0.0
6664,697,1.0
2730,2639,1.0
645,2900,0.0
2555,1490,1.0
2268,1140,0.0
5997,8388,1.0
6053,7633,1.0
3586,6392,1.0
4169,3767,0.0
4623,5194,0.0
5140,31,0.0
4955,8282,0.0
8907,903,0.0
2366,5459,1.0
7167,7864,1.0
5721,7400,1.0
1553,1774,1.0
3489,5048,1.0
1367,1647,1.0
2439,4459,1.0
9143,7500,0.0
1628,4884,0.0
157,4997,0.0
4329,5029,0.0
5547,3450,0.0
2283,3134,1.0
2169,2082,1.0
5472,1598,1.0
6835,8677,0.0
5094,6586,1.0
411,8704,0.0
8976,8741,1.0
8923,8179,1.0
3302,7554,1.0
1037,8675,0.0
4650,6277,0.0
7346,873,0.0
4671,4599,1.0
7756,6260,0.0
5870,4601,0.0
9426,4685,1.0
8344,2160,0.0
5662,3032,1.0
2450,2947,0.0
2654,4936,0.0
5401,4816,0.0
321,5843,1.0
4004,3192,1.0
4390,6588,0.0
3134,6963,1.0
7852,3060,0.0
6931,626,0.0
1089,1314,0.0
9082,7184,1.0
9343,2159,0.0
5254,421,0.0
6140,4601,1.0
6676,2941,1.0
3712,5440,1.0
3769,8543,1.0
7391,6997,0.0
9426,8317,1.0
8979,688,0.0
8976,3179,1.0
8817,1990,1.0
7812,7329,0.0
4932,7675,1.0
8922,1376,0.0
4047,7460,0.0
8457,6812,1.0
4247,6956,0.0
9413,2746,0.0
843,2534,0.0
1667,3542,0.0
8464,8388,1.0
7936,7223,1.0
1039,4459,1.0
1590,1598,1.0
8701,9604,1.0
813,2643,0.0
6812,873,1.0
89,5278,0.0
5721,2241,1.0
5040,2148,0.0
6676,2439,1.0
6000,9450,1.0
4113,514,0.0
9469,5194,1.0
5383,2008,1.0
5586,1854,1.0
1002,3771,1.0
3170,2093,0.0
2658,3473,1.0
8574,8619,1.0
1320,695,1.0
5319,8928,1.0
1180,28,1.0
4204,4580,1.0
3489,305,1.0
1821,4561,1.0
7519,9396,0.0
2621,1945,1.0
1375,9650,0.0
9573,8669,1.0
9591,7045,0.0
1821,3137,1.0
6417,7794,0.0
5483,3937,0.0
3310,4151,1.0
3004,7856,0.0
2280,3187,0.0
1569,8492,1.0
9450,14,1.0
6960,1576,0.0
7830,2353,0.0
6437,7866,0.0
9049,7251,1.0
1920,1256,0.0
1423,4580,1.0
2602,2502,0.0
6664,9426,1.0
2315,3156,1.0
8894,8302,0.0
1966,2832,0.0
3872,6808,0.0
7159,62,0.0
8923,8790,1.0
589,3164,0.0
5539,8308,0.0
7588,9499,0.0
4379,814,1.0
9389,7351,1.0
9239,1459,0.0
3656,1769,1.0
5144,9615,0.0
8928,1647,1.0
2796,9037,0.0
8707,875,0.0
7287,4403,1.0
1576,8725,0.0
7667,2666,1.0
8781,4075,1.0
5050,8790,1.0
2405,3315,1.0
5221,8529,0.0
7273,8073,0.0
8680,7552,0.0
1919,3360,0.0
4805,8621,0.0
2398,8642,1.0
8628,5194,1.0
2541,5649,0.0
2001,2990,1.0
7633,5023,1.0
2587,7167,1.0
3086,8579,1.0
2502,8044,0.0
1319,6886,1.0
327,1200,0.0
9622,6494,0.0
2498,4933,0.0
4286,635,1.0
2398,7126,0.0
4672,3875,1.0
9320,9036,1.0
452,2586,1.0
3775,3129,0.0
9376,7052,1.0
1956,72,1.0
3578,4390,1.0
5463,7554,1.0
1595,799,0.0
6286,6327,0.0
6100,2536,0.0
9450,8753,1.0
74,650,0.0
6170,3840,1.0
3458,6837,1.0
3763,7018,0.0
9203,2609,1.0
1221,4672,1.0
5160,1672,0.0
8684,1397,0.0
2521,8143,1.0
9035,1459,0.0
7274,6839,0.0
2726,4932,1.0
1093,7876,0.0
